184, 38, 857
280, 14, 1141
230, 29, 886
220, 31, 200 
249, 29, 900
225, 19, 1015
229, 20, 992
215, 31, 825
301, 16, 1124
40, 32, 649
41, 33, 1000
263, 12, 1123
